Date,Open,High,Low,Close,Adj Close,Volume,Industry
8/30/2017,46380,46400,45960,46200,14084.11426,7513000,IT
8/31/2017,46220,46640,46000,46320,14120.69727,11011700,IT
9/1/2017,46460,46640,46300,46480,14169.47266,10641700,IT
9/4/2017,45780,46360,45500,46040,14035.33887,7943500,IT
9/5/2017,46240,46900,45960,46760,14254.83203,11716100,IT
9/6/2017,46760,47180,46700,47000,14327.99512,10811050,IT
9/7/2017,47000,48220,47000,48120,14669.42969,9676500,IT
9/8/2017,48700,49180,48580,49080,14962.08594,10893000,IT
9/11/2017,49700,50180,49500,49800,15181.5791,10374750,IT
9/12/2017,50200,50220,49140,49600,15120.60938,12029750,IT
9/13/2017,49820,50400,49440,49620,15126.70508,9357000,IT
9/14/2017,50060,50320,49760,50300,15334.00488,14204750,IT
9/15/2017,50300,50560,49860,50400,15364.49023,10757300,IT
9/18/2017,50540,52480,50520,52480,15998.58008,11524950,IT
9/19/2017,52500,52640,51780,52120,15888.83398,9850400,IT
9/20/2017,52120,52500,51840,52220,15919.31738,9292750,IT
9/21/2017,52220,52960,52220,52800,16096.13184,8839800,IT
9/25/2017,53000,53680,53000,53620,16346.10938,9303100,IT
9/26/2017,53620,53620,53620,53620,16346.10938,0,IT
9/27/2017,52000,52200,51500,51680,15754.69922,10797000,IT
9/28/2017,52260,52460,51260,51260,18074.88672,12025450,IT
9/29/2017,51180,51620,50840,51280,18081.9375,12909400,IT
10/10/2017,53360,53640,52800,52800,18617.9082,20519800,IT
10/11/2017,53600,54760,53340,54640,19266.71289,13652150,IT
10/12/2017,54840,55160,54100,54800,19323.13086,13890700,IT
10/13/2017,54540,54840,53780,54000,19041.04297,12601650,IT
10/16/2017,53980,54860,53760,53920,19012.83203,9769950,IT
10/17/2017,54020,55380,54000,54800,19323.13086,10607800,IT
10/18/2017,54820,55240,54040,54760,19309.02734,10110750,IT
10/19/2017,54700,54700,52980,52980,18681.37695,12108700,IT
10/20/2017,52800,54100,52800,53840,18984.625,8027050,IT
10/23/2017,54600,54640,54000,54300,19146.82617,8311050,IT
10/24/2017,54700,54780,54040,54040,19055.14648,5806050,IT
10/25/2017,54040,54420,53700,53900,19005.78125,5882850,IT
10/26/2017,53720,53900,52400,52400,18476.86328,9776550,IT
10/27/2017,52400,53320,52140,53080,18716.63867,7392500,IT
10/30/2017,53780,54320,53700,54040,19055.14648,8196150,IT
10/31/2017,54060,55440,53500,55080,19421.86328,13381550,IT
11/1/2017,57500,57500,56180,57220,20176.45313,14510250,IT
11/2/2017,57500,57520,56760,57060,20120.03516,10721050,IT
11/3/2017,57060,57140,55860,56380,19880.25781,9935800,IT
11/6/2017,56380,56500,55340,56380,19880.25781,9000950,IT
11/7/2017,56380,56920,55860,56100,19781.52734,7464550,IT
11/8/2017,56100,57060,55860,56760,20014.25,8520200,IT
11/9/2017,56920,56920,55900,56340,19866.1543,11994050,IT
11/10/2017,55800,56540,55780,56400,19887.31055,6748800,IT
11/13/2017,56400,56800,56100,56380,19880.25781,8806650,IT
11/14/2017,56380,56740,55920,55920,19718.05664,6725000,IT
11/15/2017,55920,56320,55320,55340,19513.54102,8816950,IT
11/16/2017,55440,56000,55400,55780,19668.69141,7640700,IT
11/17/2017,56400,56880,55820,55820,19682.79492,10733150,IT
11/20/2017,55900,55980,55200,55200,19464.17578,9472750,IT
11/21/2017,55400,55840,55280,55280,19492.38477,10324700,IT
11/22/2017,55980,56200,55620,55960,19732.16211,7952950,IT
11/23/2017,55960,55980,55020,55300,19499.4375,6272900,IT
11/24/2017,55300,55500,55180,55460,19555.85547,4536200,IT
11/27/2017,55360,55360,52640,52640,18561.49023,18128900,IT
11/28/2017,52700,53280,51720,53280,18787.16211,13499400,IT
11/29/2017,53200,53240,52500,52600,18547.38477,9590250,IT
