Date,Open,High,Low,Close,Adj Close,Volume,Industry
5/12/2016,717.059998,719.25,709,713.309998,713.309998,1360700,IT
5/13/2016,711.929993,716.661987,709.26001,710.830017,710.830017,1314500,IT
5/16/2016,709.130005,718.47998,705.650024,716.48999,716.48999,1317100,IT
5/17/2016,715.98999,721.52002,704.109985,706.22998,706.22998,2001200,IT
5/18/2016,703.669983,711.599976,700.630005,706.630005,706.630005,1766800,IT
5/19/2016,702.359985,706,696.799988,700.320007,700.320007,1670200,IT
5/20/2016,701.619995,714.580017,700.52002,709.73999,709.73999,1828400,IT
5/23/2016,706.530029,711.478027,704.179993,704.23999,704.23999,1320900,IT
5/24/2016,706.859985,720.969971,706.859985,720.090027,720.090027,1929500,IT
5/25/2016,720.76001,727.51001,719.705017,725.27002,725.27002,1629200,IT
5/26/2016,722.869995,728.330017,720.280029,724.119995,724.119995,1542900,IT
5/27/2016,724.01001,733.935974,724,732.659973,732.659973,1975000,IT
5/31/2016,731.73999,739.72998,731.26001,735.719971,735.719971,2129500,IT
6/1/2016,734.530029,737.210022,730.659973,734.150024,734.150024,1253600,IT
6/2/2016,732.5,733.02002,724.169983,730.400024,730.400024,1337600,IT
6/3/2016,729.27002,729.48999,720.559998,722.340027,722.340027,1226300,IT
6/6/2016,724.909973,724.909973,714.609985,716.549988,716.549988,1565300,IT
6/7/2016,719.840027,721.97998,716.549988,716.650024,716.650024,1336200,IT
6/8/2016,723.960022,728.570007,720.580017,728.280029,728.280029,1583700,IT
6/9/2016,722.869995,729.539978,722.335999,728.580017,728.580017,988900,IT
6/10/2016,719.469971,725.890015,716.429993,719.409973,719.409973,1216400,IT
6/13/2016,716.51001,725.440002,716.51001,718.359985,718.359985,1258900,IT
6/14/2016,716.47998,722.469971,713.119995,718.27002,718.27002,1306100,IT
6/15/2016,719,722.97998,717.309998,718.919983,718.919983,1214500,IT
6/16/2016,714.909973,716.650024,703.26001,710.359985,710.359985,1982500,IT
6/17/2016,708.650024,708.820007,688.452026,691.719971,691.719971,3402400,IT
6/20/2016,698.77002,702.47998,693.409973,693.710022,693.710022,2082500,IT
6/21/2016,698.400024,702.77002,692.01001,695.940002,695.940002,1465600,IT
6/22/2016,699.059998,700.859985,693.08197,697.460022,697.460022,1184300,IT
